zip_code,num_households,med_income_12m
53531,1657,90750
53532,5968,92333
53533,3023,77758
53534,4877,75417
53536,3795,77580
53537,396,56607
53538,7662,72762
53540,62,40625
53541,364,68000
53543,715,73194
53544,298,80833
53545,10434,63341
53546,12197,63695
53548,8356,67500
53549,4469,65760
53550,435,70809
53551,3496,77049
53553,269,56250
53554,364,53977
53555,3833,97520
53556,1054,55975
53557,169,80801
53558,5135,92583
53559,2399,85012
53560,1558,80606
53561,795,92321
53562,12609,87890
53563,4503,80370
53565,1952,69750
53566,6578,63062
53569,406,66667
53570,1184,73421
53571,14,-
53572,3751,87180
53573,1276,54919
53574,1484,86641
53575,6882,100403
53576,948,61875
53577,515,75703
53578,2700,87632
53579,632,68906
53580,177,55625
53581,4195,55869
53582,420,74773
53583,2522,79917
53584,10,-
53585,830,62583
53586,823,60125
53587,478,70227
53588,1694,74527
53589,8502,78520
53590,17249,88412
53593,10826,110530
53594,2353,72981
53597,7968,105450
53598,1493,100873
53599,55,33036
53703,18702,44103
53704,21392,66079
53705,11791,74034
53706,0,-
53711,20921,91334
53713,10851,53882
53714,7756,60654
53715,5077,34994
53716,8286,80966
53717,6193,86700
53718,7636,82828
53719,15036,85098
53726,2408,43294
53792,0,-
53801,428,53571
53802,30,63750
53803,522,56346
53804,503,62031
53805,2139,50433
53806,747,53558
53807,1732,67847
53808,377,60313
53809,1670,58167
53810,150,62895
53811,1266,71324
53812,130,88333
53813,2274,70842
53816,275,60536
53817,127,34896
53818,5614,53830
53820,923,64132
53821,3105,52864
53825,192,69167
53826,578,59100
53827,127,70139
53901,5942,65033
53910,1474,41346
53911,528,92000
53913,9376,62514
53916,10095,64112
53919,823,78456
53920,216,61875
53922,421,76020
53923,817,64896
53924,580,55357
53925,3531,74732
53926,621,50417
53928,43,74375
53929,1047,59375
53930,526,72778
53931,125,63594
53932,911,78021
53933,1295,70179
53934,2067,41414
53935,110,65500
53936,575,47604
53937,370,72500
53939,126,70000
53940,0,-
53941,1123,73542
53942,43,96563
53943,395,66979
53944,935,62011
53946,1737,66823
53947,122,45938
53948,3259,55497
53949,2799,55372
53950,1943,61062
53951,930,53636
53952,1260,56304
53953,90,31458
53954,2677,78583
53955,2342,84151
53956,1228,65500
53959,5408,65714
53960,1383,69196
53961,397,70469
53962,21,-
53963,5141,65075
53964,1368,57286
53965,4727,63166
53968,864,61250
53969,110,65625
54001,3187,68504
54002,2495,78478
54003,420,83929
54004,931,59417
54005,1154,73448
54006,333,65313
54007,403,72063
54009,931,78317
54011,2693,84267
54013,1497,79099
54014,852,88667
54015,1489,97542
54016,12833,104865
54017,7209,85315
54020,3111,75899
54021,2847,88594
54022,8370,79830
54023,1696,94907
54024,2065,70225
54025,2739,79051
54026,906,71389
54027,421,82321
54028,1013,71181
54082,565,115762
54101,1116,81600
54102,421,39306
54103,215,46382
54104,570,49844
54106,2160,80976
54107,1356,69875
54110,2157,71518
54111,1007,63967
54112,1145,61834
54113,1401,85307
54114,2675,54355
54115,18998,86950
54119,248,55625
54120,121,44583
54121,1490,50885
54123,78,50833
54124,1423,55335
54125,231,50815
54126,1541,84657
54127,31,74063
54128,765,62109
54129,1457,68193
54130,10828,75326
54135,840,54022
54136,2885,59131
54137,466,69545
54138,412,49605
54139,1245,71553
54140,3732,64290
54141,1058,88065
54143,6640,56581
54149,590,47786
54150,316,53636
54151,1419,60515
54152,96,51875
54153,3090,64568
54154,2375,56458
54155,2796,89015
54156,686,39167
54157,2481,64653
54159,568,55909
54160,107,63542
54161,1184,55804
54162,3410,76289
54165,3007,72776
54166,7006,55662
54169,1176,123478
54170,1505,67837
54171,1399,92205
54173,1408,91897
54174,1408,62500
54175,600,73690
54177,1285,50045
54180,1191,76354
54201,2152,67857
54202,844,63533
54204,773,70724
54205,780,79559
54207,83,45625
54208,2270,79792
54209,718,67333
54210,361,60694
54211,154,66500
54212,368,68000
54213,578,73636
54214,286,74167
54215,111,37917
54216,2584,65556
54217,2824,78713
54220,17278,58021
54227,683,77736
54228,1194,63430
54229,2099,78576
54230,1647,75461
54232,497,44583
54234,1062,59375
54235,8073,63509
54241,6503,57679
54245,867,78359
54246,451,61250
54247,981,68036
54301,9660,68138
54302,12854,49991
54303,12195,45562
54304,12486,52688
54307,0,-
54311,14438,74788
54313,15137,100610
54401,13204,60052
54403,10433,59846
54405,994,54439
54406,1632,70263
54407,532,77321
54408,480,60313
54409,5594,53063
54410,826,70833
54411,1902,68167
54412,817,71003
54413,91,53036
54414,1277,62014
54416,651,50114
54417,8,-
54418,346,75000
54420,454,69167
54421,1237,62337
54422,441,54236
54423,789,99971
54424,646,73958
54425,723,56397
54426,1672,66686
54427,461,69792
54428,455,44442
54430,54,49318
54433,656,54464
54435,838,66324
54436,775,56563
54437,1145,56138
54440,1088,78654
54441,355,79803
54442,527,57125
54443,849,87031
54446,1118,63000
54447,201,42750
54448,1684,82619
54449,11462,59727
54450,156,62955
54451,4346,58144
54452,8030,61772
54454,525,70125
54455,7633,82780
54456,2455,56135
54457,3752,64815
54458,52,55000
54459,561,51792
54460,912,56466
54462,163,66250
54463,373,47639
54464,25,-
54465,322,38409
54466,1120,58889
54467,6072,70754
54469,730,65000
54470,814,52083
54471,621,83523
54473,1012,66607
54474,1928,67027
54475,580,76000
54476,7948,72907
54479,1375,68977
54480,526,51563
54481,11491,52389
54482,4049,83891
54484,2437,61581
54485,154,49167
54486,915,52447
54487,4191,69384
54488,459,50893
54489,638,56310
54490,374,59038
54491,724,44250
54493,277,58958
54494,11688,61148
54495,3396,44330
54498,831,60547
54499,1161,56641
54501,8551,61530
54511,577,55337
54512,583,58170
54513,248,54009
54514,945,63750
54515,264,52500
54517,89,63964
54519,559,53068
54520,1497,51250
54521,3787,62664
54524,333,36750
54525,114,52083
54526,310,44583
54527,410,48523
54529,440,61250
54530,344,40000
54531,546,62692
54534,1163,38523
54536,88,48333
54537,229,52292
54538,1376,43077
54539,544,72500
54540,414,52500
54541,502,52500
54542,229,37396
54545,483,59844
54546,501,56250
54547,639,55850
54548,2472,63036
54550,260,49688
54552,2137,49514
54554,500,47500
54555,2164,53149
54556,542,51875
54557,465,73603
54558,1108,56471
54559,378,65732
54560,319,62250
54561,32,82500
54562,812,56750
54563,316,67500
54564,181,33750
54565,25,37917
54566,640,49310
54568,2062,63816
54601,20886,52113
54603,6672,48580
54610,687,57875
54611,461,63281
54612,2105,58558
54613,855,45083
54614,1014,75800
54615,4234,56809
54616,971,68555
54618,828,70417
54619,1288,63694
54621,471,78906
54622,857,75670
54623,831,66964
54624,691,74417
54625,220,45842
54626,601,54570
54627,855,74769
54628,424,56667
54629,1081,65893
54630,1630,78065
54631,683,55987
54632,450,71667
54634,1515,51163
54635,650,67143
54636,6061,90849
54637,87,44375
54638,593,50329
54639,1023,41850
54642,789,64326
54643,0,-
54644,496,65870
54645,47,29107
54646,1631,57240
54648,528,64423
54650,10663,75721
54651,450,51890
54652,378,52273
54653,445,57750
54654,59,-
54655,641,44659
54656,6863,63577
54657,128,51500
54658,1040,67344
54659,498,60536
54660,6767,60160
54661,1531,68363
54664,606,60625
54665,3488,52114
54666,1081,67292
54667,1845,61723
54669,3083,77137
54670,502,77188
54701,16576,65848
54703,17729,62460
54720,3549,62645
54721,520,65786
54722,1489,61989
54723,438,67143
54724,2807,59531
54725,1328,63646
54726,694,61413
54727,1903,61312
54728,2483,57835
54729,14209,64072
54730,1992,72963
54731,313,46607
54732,1168,56875
54733,483,50966
54734,287,67813
54736,1790,63000
54737,216,75000
54738,1259,83783
54739,1920,81055
54740,800,68077
54741,650,59881
54742,1813,80350
54745,907,63293
54746,291,55481
54747,1036,59375
54748,560,56324
54749,577,58036
54750,409,81750
54751,9764,59747
54754,656,50263
54755,2912,56389
54756,413,64097
54757,1430,60577
54758,1947,63381
54759,605,63958
54760,85,51458
54761,463,64583
54762,525,57708
54763,478,58824
54766,725,56813
54767,1387,76875
54768,1776,53550
54769,271,61688
54770,790,68289
54771,1514,60300
54772,416,64028
54773,1329,63651
54801,2809,55607
54805,656,50833
54806,4713,55645
54810,1054,67963
54812,2177,54063
54813,234,60395
54814,1298,67557
54817,934,68500
54819,1039,48674
54820,383,56645
54821,680,50000
54822,1896,60385
54824,999,59805
54826,291,53125
54827,177,59135
54828,340,45000
54829,2255,53703
54830,1571,58179
54832,165,58750
54835,454,45000
54836,382,84286
54837,1550,56694
54838,500,67692
54839,129,53750
54840,1815,57873
54841,133,55536
54842,58,95455
54843,5495,53565
54844,117,50250
54845,40,72500
54846,254,57228
54847,1162,64333
54848,2543,52036
54849,811,69821
54850,151,64063
54853,1596,62069
54854,355,83295
54855,291,54063
54856,670,61607
54857,7,-
54858,723,45856
54859,1010,42941
54861,70,67500
54862,149,43542
54864,554,75000
54865,275,50625
54867,211,37375
54868,6603,53814
54870,756,61833
54871,1193,55398
54872,1201,53039
54873,1417,70469
54874,1547,72825
54875,548,47905
54876,760,68333
54880,13163,55034
54888,563,59191
54889,1234,59800
54891,1477,59417
54893,1736,51909
54895,378,59265
54896,732,50682
54901,13583,54251
54902,9800,58226
54904,9683,80472
54909,804,64875
54911,10268,57484
54913,9229,93359
54914,13661,67790
54915,17087,74424
54921,552,62955
54922,486,67273
54923,3641,60019
54926,71,-
54927,159,81458
54928,168,63529
54929,3938,54924
54930,685,56875
54931,154,59200
54932,441,94583
54933,134,26500
54935,17641,58556
54937,8396,72003
54940,1860,79470
54941,1165,62050
54942,3947,105871
54943,839,47679
54944,3369,90708
54945,1536,60758
54946,0,-
54947,989,89044
54948,88,51250
54949,1530,72619
54950,1047,56016
54952,11961,59172
54956,19100,71601
54960,1148,48661
54961,5677,64250
54962,426,65417
54963,2996,66864
54964,354,67639
54965,579,62188
54966,779,58352
54967,202,44293
54968,1235,54665
54970,1318,57500
54971,4436,58923
54974,616,79808
54977,614,66136
54978,28,79167
54979,642,71600
54980,151,-
54981,6885,67699
54982,2963,57285
54983,1767,62070
54984,1365,52702
54985,0,-
54986,2252,81759
55001,1179,114867
55003,1014,92292
55005,1580,99286
55006,1376,56768
55007,954,57500
55008,6147,76133
55009,3277,78697
55011,3817,115617
55012,683,81815
55013,2644,91500
55014,10394,92235
55016,12719,108159
55017,300,65333
55018,381,85903
55019,751,97902
55020,1373,135375
55021,11406,63340
55024,12212,107338
55025,9845,92675
55026,160,93750
55027,981,82171
55029,26,58750
55030,486,60962
55031,651,99028
55032,1283,99438
55033,11427,91376
55036,23,30208
55037,1890,52927
55038,8520,113509
55040,5107,80849
55041,3301,70924
55042,4138,161618
55043,1532,89435
55044,20177,124899
55045,2844,103929
55046,2042,88357
55047,956,98864
55049,918,80000
55051,3795,60194
55052,745,70655
55053,343,84792
55054,795,140579
55055,1706,58455
55056,5229,91229
55057,7818,81097
55060,12016,74049
55063,3799,64207
55065,470,101563
55066,8107,64603
55068,11078,113598
55069,1918,62583
55070,2787,89242
55071,2298,85222
55072,1341,46616
55073,1309,119188
55074,851,96750
55075,8326,71283
55076,9258,86862
55077,5283,92808
55079,3239,94439
55080,1104,90179
55082,13914,105207
55084,686,70000
55085,170,89167
55087,166,111964
55088,604,115833
55089,611,89813
55090,162,60962
55092,4178,86648
55101,4662,66292
55102,10142,64270
55103,5246,41101
55104,18023,65905
55105,11104,100818
55106,18707,56634
55107,5395,59819
55108,6585,78708
55109,12628,70222
55110,15822,89965
55111,95,-
55112,17360,82197
55113,18225,78262
55114,1751,63651
55115,3237,123092
55116,12167,70036
55117,16654,62558
55118,12466,72938
55119,15958,66772
55120,2058,97097
55121,3761,69932
55122,13628,83602
55123,10191,123393
55124,21128,91936
55125,17239,106573
55126,11640,101414
55127,7488,108664
55128,11641,77327
55129,9981,136428
55130,5897,45840
55150,58,83750
55155,0,-
55301,4436,102270
55302,2854,78522
55303,19090,92205
55304,16651,115111
55305,9979,95701
55306,6166,81818
55307,1262,69464
55308,3198,93917
55309,6920,101917
55310,607,62455
55311,13888,135471
55312,530,78750
55313,9246,82389
55314,421,62708
55315,2219,116319
55316,8725,104200
55317,8057,118598
55318,10940,96502
55319,1903,97660
55320,1927,90550
55321,1856,72402
55322,1403,101607
55324,461,75859
55325,1702,77500
55327,1825,119986
55328,3457,95296
55329,731,73348
55330,15212,98676
55331,7382,144697
55332,765,52292
55333,252,66875
55334,1089,58861
55335,666,46774
55336,3088,66813
55337,18906,77416
55338,428,70417
55339,362,83125
55340,3055,166953
55341,1154,126184
55342,723,58352
55343,12711,71659
55344,6850,80939
55345,8680,120204
55346,6572,123596
55347,11604,148322
55349,1482,84655
55350,7833,66345
55352,3435,103681
55353,1193,87232
55354,990,84881
55355,3940,61367
55356,2171,158137
55357,1124,130871
55358,1939,83583
55359,2400,118571
55360,1102,104365
55362,7250,83714
55363,1876,77609
55364,6242,103714
55366,208,46250
55367,374,73750
55368,737,74907
55369,15340,101162
55370,217,86250
55371,6376,81312
55372,12052,122563
55373,2093,84141
55374,5329,131779
55375,1353,109489
55376,6078,119000
55378,11228,115456
55379,16637,95602
55381,786,71944
55382,1395,82642
55384,1232,47117
55385,470,65455
55386,3143,165591
55387,5166,96210
55388,2132,93145
55389,933,77629
55390,1076,99519
55391,6557,131068
55395,1125,63603
55396,949,62056
55397,1102,80530
55398,5868,98200
55401,7317,106756
55402,415,61360
55403,11021,55520
55404,12410,37029
55405,8047,64504
55406,16397,77888
55407,14981,70125
55408,15990,64911
55409,4821,86061
55410,8389,135260
55411,9979,44096
55412,8907,54594
55413,6951,72354
55414,12403,43001
55415,2593,118079
55416,17390,93875
55417,10820,107586
55418,13878,80600
55419,11270,119639
55420,8917,66370
55421,12249,67955
55422,12332,80400
55423,15679,74415
55424,3735,206038
55425,4191,64205
55426,12014,84911
55427,10686,85042
55428,12983,61980
55429,10251,59120
55430,7796,66038
55431,8297,96486
55432,12667,68480
55433,13643,72999
55434,11832,79855
55435,7536,68511
55436,6034,122500
55437,8536,88186
55438,7293,87737
55439,3476,153843
55441,7832,90456
55442,5534,114630
55443,11900,82290
55444,5448,93759
55445,4496,92478
55446,10088,151194
55447,8857,113640
55448,10750,84572
55449,10836,109228
55450,6,-
55454,3520,23634
55455,0,-
55601,77,73750
55602,175,43125
55603,193,53281
55604,1631,66014
55605,271,55511
55606,106,57500
55607,83,55521
55609,85,69426
55612,233,75380
55613,118,60625
55614,1112,66364
55615,140,56250
55616,3310,67540
55702,190,65833
55703,348,61818
55704,445,53646
55705,1541,49429
55706,837,46850
55707,1202,74239
55708,328,49531
55709,1641,63016
55710,573,78508
55711,203,51563
55712,271,42371
55713,474,51014
55716,149,32188
55717,125,63125
55718,1168,77083
55719,2368,55172
55720,7025,57640
55721,1358,70482
55722,368,54167
55723,943,61193
55724,379,61979
55725,54,58750
55726,363,66250
55731,2703,54577
55732,668,53036
55733,2042,102346
55734,2756,61264
55735,694,55577
55736,651,50852
55738,232,71000
55741,1430,57917
55742,91,68594
55744,8114,60330
55746,7851,49818
55748,534,50909
55749,240,73125
55750,897,61118
55751,636,77917
55752,178,76250
55753,504,46221
55756,115,62969
55757,287,61250
55758,75,46528
55760,1234,51818
55763,282,65081
55764,221,39107
55765,368,56667
55767,1158,60978
55768,1219,59354
55769,1085,58945
55771,673,58162
55772,62,-
55775,594,70811
55779,1460,87700
55780,85,37361
55781,294,66875
55782,240,49583
55783,946,72222
55784,63,44375
55785,121,48875
55786,123,51938
55787,252,57857
55790,863,67446
55792,4791,47102
55793,271,58750
55795,656,62273
55796,65,50208
55797,563,76750
55798,223,74063
55802,1297,40625
55803,7446,91066
55804,6056,93138
55805,4837,38486
55806,4369,38265
55807,4213,49989
55808,2520,48066
55810,3343,71101
55811,10925,71296
55812,3488,54409
55814,0,-
55901,22829,79486
55902,11354,105130
55903,0,-
55904,11465,67897
55905,0,-
55906,7974,96403
55909,521,79250
55910,512,68594
55912,11517,57044
55917,1376,65769
55918,392,70682
55919,454,64615
55920,3095,112841
55921,1987,59621
55922,329,61875
55923,1742,81641
55924,468,72143
55925,418,84063
55926,282,85500
55927,1579,83920
55929,437,95804
55931,168,52500
55932,791,85250
55933,91,58250
55934,1437,76008
55935,391,76250
55936,707,66063
55939,774,65763
55940,1099,72969
55941,485,58229
55943,1194,59271
55944,2867,86250
55945,607,73021
55946,1355,70234
55947,3185,74558
55949,771,66985
55950,53,39464
55951,576,57500
55952,900,86042
55953,343,52188
55954,524,64000
55955,942,115833
55956,866,82353
55957,298,67500
55959,867,58295
55960,1188,107955
55961,183,78542
55962,324,59063
55963,2209,82847
55964,1743,67420
55965,978,56125
55967,352,92813
55968,73,53125
55969,407,81484
55970,397,78125
55971,1114,68561
55972,2013,91715
55973,97,78750
55974,968,54338
55975,1779,70625
55976,3175,84346
55977,67,57813
55979,368,76500
55981,1655,65096
55982,251,128125
55983,699,75085
55985,657,72292
55987,14273,53496
55990,397,69844
55991,603,85917
55992,2334,73056
56001,19459,59759
56003,6307,76484
56007,9011,55450
56009,577,73487
56010,513,66625
56011,3425,91661
56013,2002,53777
56014,282,47500
56016,378,68750
56017,720,85081
56019,344,58333
56020,39,63750
56021,449,83646
56022,40,55000
56023,222,69583
56024,1239,80739
56025,193,75893
56026,762,80313
56027,294,44674
56028,464,84167
56029,270,56875
56030,7,41875
56031,5213,54558
56032,145,54688
56033,160,57955
56034,159,74271
56035,187,56964
56036,756,65625
56037,659,73295
56039,359,74519
56041,423,75208
56042,334,69375
56043,175,72841
56044,774,95104
56045,367,64375
56046,47,68125
56048,1676,72315
56050,525,75139
56051,297,44417
56052,252,82188
56054,361,83750
56055,1600,78636
56056,33,40313
56057,1510,74297
56058,2523,71406
56060,168,58125
56062,1190,65268
56063,1143,101107
56065,994,74917
56068,403,68558
56069,1897,68542
56071,4418,99545
56072,871,67679
56073,7121,64466
56074,692,82188
56075,73,38750
56078,192,65833
56080,280,88250
56081,2443,54976
56082,4683,67772
56083,352,53500
56085,2108,62031
56087,1306,60952
56088,868,63641
56089,98,48750
56090,274,71875
56091,131,47361
56093,5001,66125
56096,1179,80114
56097,1551,53795
56098,831,57153
56101,2499,55240
56110,619,65903
56111,193,72917
56113,96,66250
56114,150,70833
56115,516,61771
56116,223,87813
56117,125,75750
56118,193,79861
56119,330,72292
56120,358,71324
56121,309,42096
56122,218,63750
56123,177,57125
56125,31,60417
56127,212,-
56128,771,65662
56129,290,59063
56131,897,71705
56132,231,59821
56134,172,53333
56136,614,50625
56137,430,71250
56138,405,74115
56139,158,49643
56140,37,56797
56141,136,60000
56142,428,56944
56143,2054,63010
56144,466,45962
56145,207,42841
56146,23,55179
56147,77,58750
56149,516,61111
56150,1146,57115
56151,300,74667
56152,558,66346
56153,77,49659
56155,223,52388
56156,2554,69211
56157,288,73030
56158,137,66875
56159,980,56029
56160,102,40000
56161,144,83750
56162,101,71875
56164,2453,61994
56165,125,78125
56166,75,70893
56167,296,57333
56168,303,54712
56169,281,73750
56170,250,55556
56171,738,61071
56172,1295,68631
56173,122,58333
56174,152,56500
56175,1106,62500
56176,418,62344
56178,685,69712
56180,443,58934
56181,516,57000
56183,597,46917
56185,214,51364
56186,158,52000
56187,5032,54821
56201,9184,60074
56207,92,61042
56208,968,47024
56209,913,68583
56210,5,61875
56211,196,72941
56212,203,63750
56214,275,66094
56215,2035,52399
56216,333,65125
56218,214,61250
56219,413,57599
56220,1151,57063
56221,321,66875
56222,842,57400
56223,542,58690
56224,129,54688
56225,299,58125
56226,92,76500
56227,112,83333
56228,383,54844
56229,753,85365
56230,309,53015
56231,144,83750
56232,896,70385
56235,216,71000
56236,156,84500
56237,247,59375
56239,244,78750
56240,341,52679
56241,1597,59594
56243,688,60333
56244,582,76591
56245,222,80568
56248,350,71250
56249,129,62708
56251,363,73015
56252,492,57500
56253,414,63462
56255,174,63654
56256,1085,52670
56257,216,50000
56258,5979,58750
56260,407,64844
56262,308,63611
56263,192,63125
56264,857,66652
56265,3172,60389
56266,573,60536
56267,2679,63979
56270,434,55250
56271,507,62411
56273,1989,81141
56274,78,100714
56276,96,52500
56277,1257,60846
56278,1293,56354
56279,462,71250
56280,218,60909
56281,228,92742
56282,585,64250
56283,2579,59981
56284,751,69519
56285,453,70688
56287,32,50625
56288,1994,96563
56289,305,61583
56291,185,53393
56292,216,70357
56293,478,57016
56294,53,69583
56295,132,55000
56296,843,50224
56297,322,72188
56301,12614,61561
56303,10725,59314
56304,6961,51384
56307,1912,80859
56308,11546,68456
56309,563,65875
56310,1991,95240
56311,307,61750
56312,940,67656
56313,32,45000
56314,467,78750
56315,713,80563
56316,583,62396
56318,432,70000
56319,578,77692
56320,3102,91368
56321,0,-
56323,230,68214
56324,468,73214
56325,81,45536
56326,728,73036
56327,345,71964
56328,77,79063
56329,2703,81325
56330,656,68393
56331,771,87604
56332,686,78462
56334,2510,66915
56335,90,71250
56336,647,76908
56338,676,64167
56339,400,50000
56340,926,78864
56342,1218,51757
56343,414,57500
56345,6274,53294
56347,2918,55357
56349,318,86250
56350,200,41250
56352,2458,57188
56353,3619,68378
56354,591,75956
56355,214,72500
56356,97,77656
56357,386,96375
56358,1257,66507
56359,1338,52194
56360,1762,58491
56361,925,67917
56362,2168,69537
56363,85,58281
56364,2099,70645
56367,2598,87258
56368,1646,82733
56369,226,67188
56371,37,53750
56373,1179,72601
56374,3280,77697
56375,337,87596
56376,128,67500
56377,7870,75243
56378,3354,66471
56379,6897,64279
56381,997,71250
56382,534,71250
56384,134,62500
56385,445,51976
56386,308,43750
56387,3515,47816
56389,36,51786
56401,12558,58479
56425,3447,64766
56431,3695,54051
56433,773,47875
56434,71,74583
56435,1198,57800
56437,464,52656
56438,1068,54878
56440,517,49766
56441,1722,41198
56442,1376,67778
56443,626,70000
56444,1341,69258
56446,640,48929
56447,365,51250
56448,218,65000
56449,725,75583
56450,492,54643
56452,934,58846
56453,301,56250
56455,649,56645
56458,148,61250
56461,1306,68269
56464,1672,60403
56465,889,66369
56466,1306,54451
56467,1064,69375
56468,1776,84113
56469,486,56042
56470,4384,61147
56472,3379,64279
56473,1307,69458
56474,1864,46538
56475,641,56307
56477,1136,50948
56479,1832,52167
56481,888,65179
56482,2975,49789
56484,1359,57563
56501,7284,65077
56510,926,58929
56511,798,80000
56514,1414,71500
56515,1243,67566
56516,122,55000
56517,95,93750
56518,152,48571
56519,111,56875
56520,1713,51568
56521,311,60197
56522,175,68750
56523,156,70833
56524,296,61111
56525,32,98750
56527,314,52955
56528,750,67353
56529,1847,71829
56531,788,60543
56533,116,65179
56534,530,76818
56535,516,46607
56536,145,68750
56537,8610,54506
56540,726,64167
56541,27,76250
56542,1042,50543
56543,96,56500
56544,2120,65833
56545,268,67000
56546,93,74844
56547,945,84563
56548,304,50556
56549,1783,88554
56550,141,53750
56551,918,57292
56552,202,53000
56553,122,57011
56554,1096,77500
56556,448,61346
56557,984,44821
56560,17665,64129
56562,0,-
56563,0,-
56565,38,48000
56566,197,35625
56567,1297,64704
56568,56,-
56569,464,50625
56570,465,54861
56571,785,75417
56572,2165,70026
56573,2712,63065
56574,115,73472
56575,272,48125
56576,383,67656
56578,293,88393
56579,393,78750
56580,474,87717
56581,130,49444
56583,67,59453
56584,558,62500
56585,484,50250
56586,813,75625
56587,568,71000
56588,185,58194
56589,692,60313
56590,157,55179
56591,216,17000
56592,157,58750
56594,183,78125
56601,13661,60102
56621,1666,53714
56623,1058,56827
56626,87,46058
56627,136,30833
56628,650,43750
56629,74,71944
56630,851,43322
56633,1556,53988
56634,615,62232
56636,1932,58750
56637,73,88125
56639,207,28875
56641,132,55000
56644,281,49844
56646,155,44583
56647,313,56607
56649,4189,53663
56650,424,72778
56651,191,66750
56652,186,65313
56653,560,58947
56654,38,43333
56655,758,47315
56657,90,63333
56658,0,-
56659,64,-
56660,119,63125
56661,402,62000
56662,249,55855
56663,84,38409
56666,210,45652
56667,305,78393
56668,95,71442
56669,108,55000
56670,300,41379
56671,831,47098
56672,892,49000
56673,165,54375
56676,714,62614
56678,615,60750
56680,54,-
56681,104,46250
56683,253,69688
56684,139,72188
56685,62,75000
56686,337,64861
56688,64,-
56701,5562,64211
56710,191,68750
56711,5,-
56713,409,75938
56714,467,58472
56715,137,52083
56716,3791,52786
56720,8,-
56721,4165,72791
56722,145,71875
56723,313,99688
56724,51,83125
56725,346,56932
56726,601,66319
56727,351,70139
56728,492,66371
56729,48,63750
56731,46,55000
56732,430,55069
56733,164,68750
56734,189,66750
56735,274,59375
56736,326,67273
56737,354,47500
56738,528,64457
56742,311,63750
56744,198,67000
56748,252,74722
56750,1005,61250
56751,2207,70335
56754,224,86786
56755,32,61250
56756,210,69167
56757,355,75341
56758,132,46250
56759,124,77500
56760,189,88482
56761,157,56250
56762,1023,57067
56763,1874,62750
57001,668,61429
57002,611,80399
57003,659,87431
57004,1493,73459
57005,4410,98902
57006,9540,55838
57007,0,-
57010,280,76250
57012,469,65417
57013,1751,82159
57014,690,59125
57015,285,95781
57016,326,87763
57017,493,86328
57018,550,81250
57020,605,111964
57021,159,73750
57022,2162,79483
57024,218,65000
57025,1139,78417
57026,546,70694
57027,64,132500
57028,1230,58039
57029,888,59516
57030,1121,73377
57031,393,57917
57032,2982,83670
57033,2169,92910
57034,368,68333
57035,368,87109
57036,261,63021
57037,405,66652
57038,613,143220
57039,1496,68920
57040,145,71875
57041,29,-
57042,3213,65270
57043,568,65833
57045,454,52813
57046,360,85114
57047,140,43833
57048,512,78571
57049,3248,86434
57050,136,-
57051,133,37875
57052,104,55000
57053,803,86699
57054,247,73750
57055,512,89022
57057,93,-
57058,718,75417
57059,542,61136
57061,64,38750
57062,498,47500
57063,337,72875
57064,2351,93319
57065,165,44464
57066,662,46786
57067,94,89167
57068,609,94028
57069,4535,52048
57070,578,45179
57071,1360,61991
57072,265,81250
57073,188,73971
57075,461,92566
57076,194,92700
57077,484,85000
57078,8254,66205
57103,14095,67970
57104,11731,46407
57105,9568,64875
57106,20037,69202
57107,4183,62641
57108,12512,90272
57110,7639,77048
57117,0,-
57197,0,-
57201,11005,61323
57212,838,76250
57213,164,70000
57214,51,62344
57216,602,73750
57217,111,51597
57218,147,72125
57219,208,56667
57220,349,88438
57221,313,70781
57223,474,75000
57224,76,-
57225,731,47583
57226,756,65000
57227,110,47177
57231,681,72639
57232,161,111806
57233,70,-
57234,468,70000
57235,321,67163
57236,55,-
57237,282,72885
57238,184,59167
57239,148,79167
57241,327,71652
57242,130,81000
57243,276,40500
57245,73,63750
57246,72,64500
57247,87,66932
57248,391,76406
57249,385,59375
57251,45,62708
57252,1953,70189
57255,155,53162
57256,66,53750
57257,220,38958
57258,55,-
57259,255,69821
57260,383,75050
57261,119,57917
57262,1831,48033
57263,192,56875
57264,107,54464
57265,83,78438
57266,194,57083
57268,220,64583
57269,77,71705
57270,268,39464
57271,50,46250
57272,74,80556
57273,411,45313
57274,1193,55511
57276,462,59712
57278,261,58375
57279,439,65281
57301,7917,50508
57311,529,82917
57312,288,78214
57313,455,66065
57314,253,62734
57315,464,55000
57317,206,50385
57319,340,59348
57321,115,67813
57322,114,46250
57323,101,57083
57324,166,79375
57325,1157,62936
57328,435,76146
57329,140,52857
57330,184,54643
57331,130,91667
57332,272,67500
57334,335,63750
57335,110,56250
57337,45,43750
57339,345,23750
57340,87,63750
57341,49,55250
57342,130,50625
57344,45,41607
57345,475,66836
57346,28,48393
57348,282,69306
57349,580,50000
57350,6316,54537
57353,283,63854
57354,16,-
57355,533,57083
57356,622,45227
57358,11,-
57359,216,61346
57361,72,16750
57362,885,47734
57363,424,54559
57364,5,-
57365,262,68750
57366,1013,65850
57367,106,76667
57368,419,70461
57369,999,58320
57370,271,57917
57371,75,68036
57373,188,56974
57374,129,68482
57375,255,59271
57376,403,56250
57379,35,72083
57380,959,50845
57381,214,68750
57382,546,49737
57383,343,67344
57384,440,57969
57385,535,53250
