zip_code,num_households,med_income_12m
14750,1947,63580
14752,130,-
14753,490,38472
14754,222,48409
14755,1122,54200
14756,0,-
14757,1341,57316
14760,7871,48948
14767,786,60556
14769,333,54917
14770,1060,53992
14772,1604,59653
14774,50,-
14775,975,47101
14777,174,55268
14778,0,-
14779,2918,38059
14781,738,49605
14782,958,53730
14783,72,36818
14784,299,85298
14785,15,-
14787,2341,41035
14788,35,-
14801,1820,56944
14802,380,46111
14803,497,51344
14804,559,72656
14805,394,48393
14806,769,59107
14807,1159,54899
14808,229,75313
14809,959,53697
14810,5196,42302
14812,1246,58000
14813,848,50000
14814,811,101658
14815,331,53068
14816,228,-
14817,1160,80259
14818,843,78177
14819,268,51071
14820,241,60521
14821,1238,63190
14822,362,56111
14823,1478,56611
14824,262,56875
14825,327,69526
14826,761,56683
14827,62,70238
14830,8616,66366
14836,415,64747
14837,1976,58896
14838,795,61587
14839,247,75893
14840,1212,66136
14841,278,62083
14842,221,62358
14843,5405,53247
14845,8936,67026
14846,303,61528
14847,931,64779
14850,28182,58846
14853,0,-
14854,38,-
14855,278,55000
14856,0,-
14858,458,67273
14859,397,62344
14860,553,60391
14861,498,50156
14864,488,59375
14865,1131,40417
14867,2507,63161
14869,523,61188
14870,3970,83929
14871,1771,62306
14872,187,59375
14873,821,50197
14874,56,93750
14877,224,59500
14878,229,79107
14879,892,61250
14880,760,50000
14881,118,72206
14882,1561,89519
14883,1878,62183
14884,118,54833
14885,258,61324
14886,2824,67895
14889,549,60625
14891,2008,52663
14892,3231,50038
14893,9,-
14894,411,63173
14895,3998,54385
14897,262,45862
14898,559,48281
14901,5440,35417
14903,3121,61418
14904,6132,49963
14905,3655,74386
15001,14182,61815
15003,5160,52603
15004,142,52059
15005,3887,72447
15006,129,112034
15007,165,-
15009,6645,73191
15010,11743,63856
15012,6797,62718
15014,1463,43479
15015,505,141250
15017,7372,79129
15018,465,27358
15019,679,45481
15020,203,63452
15021,2695,67703
15022,4257,52905
15024,3474,77768
15025,7017,66221
15026,1553,89085
15027,1157,57043
15028,76,37500
15030,484,50000
15031,230,31500
15033,2248,39571
15034,850,35417
15035,1031,53702
15037,4279,68201
15038,121,-
15042,3397,66067
15043,839,71250
15044,10641,120955
15045,1897,43458
15046,1103,76680
15047,128,38790
15049,498,49412
15050,897,71047
15051,238,67974
15052,1262,58594
15053,41,-
15054,236,34457
15055,631,65372
15056,521,58229
15057,6301,98523
15059,1668,66111
15060,366,57857
15061,5225,67031
15062,3297,45298
15063,4598,64020
15064,134,71071
15065,5041,58759
15066,5669,49263
15067,1076,49397
15068,16352,55690
15071,5017,86250
15072,39,-
15074,3600,47345
15075,22,-
15076,411,-
15077,93,78558
15078,200,68173
15081,165,67292
15082,77,-
15083,452,62019
15084,4430,50500
15085,3309,70664
15086,257,108150
15087,33,-
15088,159,46705
15089,2964,54033
15090,9652,132955
15101,10766,90743
15102,13470,95479
15104,3744,32924
15106,9375,62658
15108,16998,83882
15110,2138,37478
15112,1470,42583
15116,5797,83014
15120,8449,46139
15122,8237,57705
15123,0,-
15126,3093,84390
15129,4287,82002
15131,3952,56449
15132,9155,32782
15133,2812,59541
15135,2095,75871
15136,9988,56607
15137,4651,43904
15139,3274,73281
15140,1482,34331
15142,786,106786
15143,8610,113750
15144,1852,67391
15145,2973,40315
15146,12360,74987
15147,7964,55253
15148,1113,34966
15201,6640,74983
15202,9959,57551
15203,5644,56435
15204,3564,47395
15205,10827,66594
15206,14753,54803
15207,4729,47709
15208,4126,48833
15209,5510,67267
15210,11188,41065
15211,5638,66705
15212,14176,53882
15213,9597,26994
15214,6129,53721
15215,5532,81004
15216,10385,66770
15217,11662,79279
15218,6715,60384
15219,5377,28191
15220,8826,75363
15221,15214,47025
15222,3018,109426
15223,3364,55330
15224,5574,57406
15225,523,50592
15226,6253,67629
15227,12833,64827
15228,7437,116278
15229,6241,72030
15232,6198,61938
15233,1447,53497
15234,6077,69139
15235,15290,57535
15236,13446,72395
15237,18231,92436
15238,5396,118465
15239,8304,86281
15241,8127,131809
15243,5788,98260
15260,0,-
15275,0,-
15282,0,-
15290,0,-
15301,20943,62902
15310,101,62917
15311,492,82778
15312,1534,67222
15313,156,58750
15314,1360,54519
15315,233,65417
15316,87,44375
15317,17080,97865
15320,2258,64022
15321,695,105552
15322,706,68281
15323,1574,67200
15324,298,35625
15325,130,35424
15327,543,60625
15329,575,69750
15330,2197,92768
15331,303,42566
15332,3981,63620
15333,707,47303
15334,81,80329
15337,211,65469
15338,632,57679
15340,524,72500
15341,280,69875
15342,2267,79208
15344,596,63333
15345,586,54900
15346,226,43250
15347,85,-
15348,32,43125
15349,656,61250
15350,228,59286
15351,475,33104
15352,364,52500
15353,44,125682
15357,598,58095
15358,398,78158
15359,77,74760
15360,639,72989
15361,91,-
15362,299,63661
15363,313,66875
15364,294,54907
15365,67,65972
15366,244,33902
15367,3212,157974
15368,156,33750
15370,4841,55279
15376,564,70500
15377,253,66875
15378,18,-
15379,30,68409
15380,296,51964
15401,13424,45269
15410,381,-
15411,278,57935
15412,104,34167
15413,169,-
15416,186,74800
15417,3246,52446
15419,1395,38706
15420,86,39167
15421,50,118676
15422,121,-
15423,768,51711
15424,884,43750
15425,8121,48397
15427,398,42344
15428,773,64306
15429,221,32279
15430,111,63036
15431,1791,55701
15432,189,54250
15433,365,38550
15434,127,40417
15435,47,52824
15436,1086,46731
15437,774,68478
15438,918,72083
15440,60,86071
15442,966,46696
15443,65,-
15444,171,-
15445,1304,52143
15446,59,69917
15447,47,-
15448,71,53938
15449,183,47022
15450,79,128365
15451,345,31790
15454,50,-
15455,216,105109
15456,970,47262
15458,997,66477
15459,573,64554
15460,58,-
15461,1555,52469
15462,88,-
15463,125,-
15464,672,72793
15465,183,23843
15466,168,63571
15467,59,51250
15468,1074,67555
15469,975,38091
15470,260,73333
15472,86,45897
15473,1593,66203
15474,673,59432
15475,457,34375
15476,34,-
15477,411,54668
15478,2352,66429
15479,909,73188
15480,778,33750
15482,158,40833
15483,162,45833
15484,255,86178
15486,895,58451
15488,50,-
15489,172,43636
15490,121,74856
15492,58,-
15501,6241,53155
15502,82,55556
15510,0,-
15520,138,49531
15521,706,48696
15522,4734,62850
15530,2024,57721
15531,1526,48068
15532,64,-
15533,514,43333
15534,382,46375
15535,794,56875
15536,153,56625
15537,3447,50196
15538,274,60909
15539,136,-
15540,141,61133
15541,1432,59028
15542,446,47237
15544,49,66181
15545,1079,49155
15546,211,-
15547,252,53269
15550,700,54167
15551,240,62143
15552,2177,55905
15554,1042,47417
15555,43,54375
15557,1360,49948
15558,712,60441
15559,815,65114
15560,64,36500
15561,56,49833
15562,88,92500
15563,1199,55461
15564,51,41750
15565,2,-
15601,24325,64278
15610,1820,62886
15611,150,39295
15612,176,-
15613,5240,64115
15615,114,-
15616,212,100912
15617,123,69583
15618,1016,55769
15619,162,113538
15620,276,44519
15622,553,100495
15623,313,49246
15624,218,-
15625,27,-
15626,2443,66181
15627,2751,52545
15628,197,56563
15629,294,48456
15631,383,44583
15632,3814,84589
15633,218,-
15634,220,40147
15635,93,-
15636,1561,140173
15637,611,65855
15638,45,-
15639,907,69030
15640,143,71198
15641,228,57917
15642,19025,79322
15644,8551,57639
15646,77,59063
15647,9,-
15650,11308,57912
15655,128,27378
15656,3978,67553
15658,3752,70079
15660,140,56667
15661,283,68525
15662,363,73217
15663,242,55357
15665,497,39306
15666,6793,55045
15668,5425,109673
15670,1248,66806
15671,256,46167
15672,1386,71563
15673,614,55000
15674,156,54833
15675,406,60000
15676,257,75947
15677,198,34000
15678,257,54271
15679,1384,51974
15680,149,41080
15681,1883,61599
15682,113,76964
15683,3504,52706
15684,147,51250
15686,432,66618
15687,524,49583
15688,386,70786
15689,50,79615
15690,4034,50336
15691,161,143453
15692,444,42590
15693,130,68583
15695,133,70804
15696,109,57250
15697,1309,68391
15698,274,42308
15701,12702,51430
15705,0,-
15710,111,43750
15711,136,43750
15712,48,-
15713,96,-
15714,1990,44177
15715,220,43750
15716,176,28500
15717,4078,60240
15720,105,61219
15721,78,51875
15722,903,58977
15723,12,-
15724,856,52396
15725,560,63269
15727,87,48906
15728,1350,55086
15729,517,54563
15730,60,55893
15731,146,50865
15732,615,46875
15733,61,14926
15734,163,37344
15736,168,51071
15737,53,52625
15738,74,38750
15739,162,57000
15741,23,62083
15742,343,54844
15744,11,96250
15745,110,57727
15746,54,40714
15747,664,56591
15748,2835,52528
15750,112,36518
15752,16,21136
15753,176,44375
15754,159,72153
15756,71,39875
15757,569,40417
15759,1062,59625
15760,44,49375
15761,54,41667
15762,337,61477
15763,12,107857
15764,42,34000
15765,648,69167
15767,5716,46563
15770,86,56250
15771,370,50238
15772,568,42000
15773,161,55625
15774,1195,69076
15775,236,60714
15776,26,24750
15777,35,50865
15778,64,93500
15779,91,65469
15780,49,62917
15781,46,45938
15783,35,55139
15784,32,70000
15801,8220,56197
15821,49,47625
15823,534,56932
15824,2087,54579
15825,3811,58534
15827,120,71250
15828,108,34000
15829,465,64896
15831,31,-
15832,129,35893
15834,1933,43816
15840,741,49946
15841,91,-
15845,1332,50800
15846,1419,71890
15847,21,30625
15848,335,54083
15849,530,47442
15851,2661,53887
15853,2687,58314
15856,385,53203
15857,5793,58472
15860,513,59420
15861,60,43750
15863,69,29821
15864,700,56071
15865,532,38750
15866,58,66250
15868,725,54331
15870,525,48287
15901,1919,24583
15902,4930,38701
15904,6619,62555
15905,8752,59447
15906,4660,33886
15909,2081,55625
15920,257,56875
15921,153,43398
15922,28,-
15923,612,51591
15924,378,51071
15925,56,53750
15926,1044,66471
15927,355,48295
15928,860,61000
15929,38,-
15930,165,125776
15931,3805,57459
15934,0,-
15935,1129,66211
15936,685,57303
15937,305,52117
15938,983,58506
15940,590,82500
15942,706,71824
15943,1733,44317
15944,1114,64783
15945,47,35250
15946,2725,55625
15948,179,48403
15949,225,46313
15951,299,33715
15952,492,58485
15953,20,-
15954,1133,42587
15955,878,60893
15956,1186,43214
15957,132,69853
15958,821,64269
15960,88,59000
15961,376,51154
15962,116,55000
15963,4485,50719
16001,18074,57500
16002,6348,69714
16020,443,71161
16022,135,60893
16023,1700,58155
16024,105,90781
16025,1922,71034
16027,153,54250
16028,861,49410
16029,370,49405
16030,104,51250
16033,3065,83861
16034,742,85924
16035,52,105833
16036,128,50536
16037,1828,83611
16038,1291,69063
16040,330,71500
16041,783,59550
16045,422,70294
16046,6645,126259
16048,64,42500
16049,1215,55568
16050,468,59545
16051,1268,68942
16052,915,74583
16053,1599,76213
16054,170,52500
16055,3329,79241
16056,1948,64946
16057,4533,53440
16059,3750,88056
16061,1013,65042
16063,3623,68807
16066,13045,113105
16101,13390,42908
16102,2192,47566
16105,6763,68573
16110,167,73938
16111,404,50556
16112,601,76375
16113,153,66250
16114,229,59688
16115,1389,59627
16116,1087,58920
16117,7221,61669
16120,948,58021
16121,2024,26538
16123,968,91964
16124,648,49423
16125,7025,52646
16127,5260,65538
16130,832,51607
16131,377,53393
16132,187,30469
16133,572,71912
16134,1626,49714
16136,328,56786
16137,4425,63604
16140,155,66467
16141,666,55179
16142,1899,63494
16143,873,60625
16145,1155,56250
16146,6006,35886
16148,7805,57107
16150,3166,53855
16151,33,59306
16153,922,58071
16154,886,53750
16155,50,-
16156,1167,61659
16157,1292,52600
16159,2154,59737
16160,455,36605
16161,301,41319
16172,4,-
16201,6861,60375
16210,289,46012
16211,26,60833
16212,127,39792
16213,56,43125
16214,3194,47321
16217,53,45125
16218,417,66250
16220,43,-
16222,1019,51994
16223,46,45417
16224,385,62961
16226,3494,53875
16228,143,48750
16229,2233,70901
16230,191,42083
16232,1655,48558
16233,436,78684
16235,521,70250
16236,125,23527
16238,158,68558
16239,520,42411
16240,619,56250
16242,1752,52500
16244,151,49732
16245,124,43929
16246,64,45000
16248,1234,52368
16249,795,67188
16250,147,49583
16253,64,62083
16254,1348,52917
16255,695,53125
16256,437,52902
16258,758,47891
16259,864,49667
16260,164,45547
16262,1260,64138
16263,117,65250
16301,6196,51680
16311,190,63750
16312,0,-
16313,782,50132
16314,2084,59796
16316,2105,61384
16317,565,50542
16319,472,60000
16321,15,-
16322,45,28438
16323,6382,56375
16326,97,76875
16327,971,62266
16328,93,51875
16329,173,65179
16331,32,94167
16332,17,-
16333,110,41500
16334,199,58393
16335,11185,53672
16340,689,59135
16341,755,54301
16342,928,64839
16343,233,73843
16344,179,48646
16345,1469,84707
16346,1494,58158
16347,644,51950
16350,871,49471
16351,733,42532
16352,74,41250
16353,1163,49698
16354,4406,42120
16360,525,58875
16361,17,69688
16362,395,58750
16364,467,70550
16365,7676,54740
16370,88,48000
16371,1250,50243
16372,235,52596
16373,1223,61964
16374,731,45938
16401,1597,62026
16402,276,63571
16403,2264,61515
16404,1186,53534
16405,227,65114
16406,1302,57976
16407,4638,48386
16410,666,86300
16411,529,67281
16412,4141,60882
16415,3409,93207
16416,73,62917
16417,3619,71888
16420,198,45000
16421,954,70645
16422,85,72788
16423,1608,62955
16424,1889,51399
16426,1495,71917
16427,77,47875
16428,4940,66250
16430,71,95875
16433,1873,63058
16434,894,51071
16435,662,55000
16436,276,45000
16438,3041,54641
16440,339,65729
16441,3707,71412
16442,1103,67050
16443,427,54034
16444,0,-
16475,0,-
16501,1069,13395
16502,6770,33245
16503,5447,27060
16504,6542,43758
16505,7654,65767
16506,10020,77137
16507,3609,33401
16508,6812,50625
16509,11927,64151
16510,9892,59060
16511,4480,57177
16546,0,-
16550,0,-
16563,0,-
16601,13139,51072
16602,11685,45637
16611,965,60324
16613,650,66176
16616,69,29375
16617,1125,50817
16619,117,61563
16620,131,48875
16621,259,65156
16622,45,40313
16623,205,50938
16624,86,61250
16625,1480,50096
16627,855,46971
16630,2005,58140
16631,18,-
16633,106,68333
16634,124,52917
16635,5197,63567
16636,331,79805
16637,1093,54638
16638,22,101875
16639,563,65339
16640,355,55781
16641,1017,53144
16645,83,60417
16646,908,54397
16647,301,71979
16648,6123,70636
16650,638,48676
16651,1397,60230
16652,5449,57718
16654,9,-
16655,535,56734
16656,468,42188
16657,548,53929
16659,79,24205
16661,377,45729
16662,2148,60417
16664,690,66700
16665,160,-
16666,1301,42486
16667,557,41680
16668,1415,61092
16669,831,61103
16670,33,-
16671,170,60000
16672,88,56250
16673,2064,65200
16674,179,51250
16675,38,35000
16677,140,-
16678,1010,52361
16679,258,38889
16680,130,61667
16682,56,-
16683,130,72143
16684,26,-
16685,108,120313
16686,5474,58041
16689,161,48250
16691,140,52500
16692,346,64318
16693,1501,59042
16694,121,34583
16695,341,72292
16699,0,-
16701,6682,51725
16720,477,46813
16724,41,41875
16725,15,-
16726,223,52813
16727,55,79414
16729,289,51080
16730,52,42045
16731,1056,54813
16732,63,57750
16733,47,34375
16734,103,50417
16735,2531,47383
16738,498,66563
16740,372,45441
16743,1482,54451
16744,83,-
16745,280,46607
16746,435,53992
16748,1022,48049
16749,1534,53611
16750,274,90833
16801,16854,54755
16802,84,56017
16803,10215,65241
16820,434,72857
16821,92,57368
16822,743,57188
16823,11127,68527
16825,124,62721
16826,187,57344
16827,1797,109668
16828,1972,68112
16829,258,50000
16830,5567,49623
16832,116,72500
16833,2181,50778
16834,237,98644
16835,90,63889
16836,470,52917
16837,45,-
16838,749,52917
16839,153,55893
16840,129,74732
16841,2450,62300
16843,243,34464
16844,939,76652
16845,303,60625
16847,95,65156
16848,98,47917
16849,68,28750
16851,567,74460
16852,115,37813
16853,143,-
16854,307,52625
16855,38,-
16856,34,-
16858,1561,57946
16859,200,67500
16860,231,65673
16861,146,19531
16863,234,66500
16864,54,23125
16865,579,73250
16866,3588,45993
16868,520,133606
16870,2701,106411
16871,30,66500
16872,396,62083
16874,501,57266
16875,1480,54737
16876,102,43125
16877,735,76875
16878,732,65948
16879,156,43500
16881,1009,42721
16882,182,56667
16901,4413,58083
16910,34,43125
16911,87,87083
16912,856,68676
16914,911,58125
16915,2303,55772
16917,474,60556
16920,727,52188
16921,258,39500
16922,759,47788
16923,525,59886
16925,1223,62067
16926,386,63333
16927,198,49444
16928,546,55357
16929,933,55625
16930,451,65469
16932,306,53750
16933,2609,51122
16935,471,61696
16936,893,54145
16937,47,-
16938,340,64038
16939,120,-
16940,24,-
16941,32,50625
16942,300,43750
16943,181,51042
16946,1054,45729
16947,1654,53429
16948,587,44338
16950,1293,45775
17002,174,60119
17003,4231,78316
17004,1616,55613
17005,129,56442
17006,312,53077
17007,2107,95703
17009,791,61650
17010,99,60771
17011,13698,84471
17013,14156,62112
17014,64,132500
17015,9405,86281
17016,371,-
17017,643,59297
17018,1810,79250
17019,7323,79196
17020,3484,76657
17021,452,50536
17022,12089,73528
17023,1266,66944
17024,722,78000
17025,7199,78552
17026,1298,87206
17027,216,66277
17028,1386,68667
17029,94,62939
17030,293,-
17032,3094,73389
17033,6314,66377
17034,1239,46348
17035,341,46635
17036,9024,91635
17037,296,54167
17038,3343,61672
17039,43,-
17040,884,73182
17041,68,-
17042,15485,65067
17043,2904,64250
17044,8849,52036
17045,1337,68009
17046,11973,50417
17047,915,68281
17048,1458,65991
17049,1042,72796
17050,16241,100364
17051,1931,55450
17052,551,65353
17053,2193,75433
17054,77,60972
17055,17310,81525
17056,13,-
17057,9726,69571
17058,578,51711
17059,3016,53961
17060,360,52969
17061,2852,55183
17062,1481,76188
17063,1327,56860
17064,326,128397
17065,1552,71111
17066,1998,45143
17067,6007,70631
17068,1581,72821
17069,129,66250
17070,7393,79082
17071,50,60000
17073,2003,79336
17074,2913,72235
17075,62,65833
17076,37,-
17077,31,-
17078,9087,71163
17080,109,55625
17081,172,38750
17082,1051,63304
17084,1775,61534
17086,782,62273
17087,864,91711
17088,263,89122
17090,2326,70000
17093,399,66875
17094,920,47357
17097,329,50313
17098,987,55815
17099,568,58790
17101,1681,49524
17102,4381,47004
17103,4787,37389
17104,7446,42466
17109,10797,59454
17110,10897,72589
17111,14471,76781
17112,15384,89022
17113,4086,51793
17120,0,-
17201,12214,52786
17202,11864,88333
17210,83,-
17211,187,46250
17212,211,78438
17213,245,66969
17214,505,33713
17215,66,59318
17217,42,72692
17219,246,-
17220,162,57174
17221,201,52981
17222,4493,65692
17223,130,43947
17224,857,103009
17225,7927,75453
17228,411,68750
17229,548,59375
17232,25,56406
17233,2294,55632
17235,252,65357
17236,3022,72105
17237,633,67188
17238,740,60625
17239,65,57750
17240,1335,71435
17241,4342,63228
17243,514,53056
17244,794,62250
17246,193,63987
17247,202,53958
17249,118,80000
17250,71,-
17251,23,61250
17252,1400,55000
17253,126,65357
17254,203,62188
17255,450,50956
17257,11189,58110
17260,403,42434
17261,0,-
17262,336,56379
17263,235,75742
17264,928,51221
17265,162,63125
17266,167,65729
17267,1080,71833
17268,11613,62791
17271,192,80109
17301,1455,70362
17302,1071,64338
17303,138,71250
17304,1024,76371
17306,187,84886
17307,2277,68910
17309,724,82321
17311,81,61719
17313,4345,57418
17314,2059,80019
17315,11016,71791
17316,3118,92770
17317,174,74615
17318,148,70595
17319,4172,84416
17320,3122,84231
17321,875,100938
17322,2364,95029
17323,45,50536
17324,1610,61823
17325,10826,72137
17327,3145,88487
17329,999,93542
17331,21623,69187
17339,2627,90625
17340,4304,77034
17342,178,79000
17343,95,108145
17344,1485,59375
17345,3470,69975
17347,2557,83826
17349,2935,97281
17350,5256,63401
17352,549,95521
17353,1121,76793
17355,156,60833
17356,9080,76858
17360,2259,84451
17361,2463,88990
17362,5407,83663
17363,3319,87731
17364,1482,62059
17365,1094,83750
17366,2344,72045
17368,2471,76679
17370,2365,77157
17371,138,90909
17372,1502,64296
17401,7286,33950
17402,13607,74199
17403,14963,60840
17404,14699,67838
17406,9271,76153
17407,877,104716
17408,9665,71262
17501,1895,63646
17502,1058,70000
17504,39,-
17505,427,68229
17506,125,118450
17507,58,-
17508,282,107273
17509,1359,73047
17512,7572,53009
17516,1965,87813
17517,5464,80069
17518,495,66250
17519,2384,81638
17520,2041,76250
17522,13425,63778
17527,1968,86558
17529,1296,72667
17532,1227,76302
17534,49,-
17535,737,105087
17536,1078,70208
17538,3116,88874
17540,3688,78712
17543,17898,80027
17545,8802,71323
17547,3265,73517
17550,197,80417
17551,3953,62753
17552,8468,78558
17554,2993,81370
17555,2027,77663
17557,5405,72644
17560,1905,74750
17562,1293,87682
17563,1098,70000
17565,819,99375
17566,4284,66904
17568,39,-
17569,2428,82367
17570,101,82188
17572,1274,68269
17576,0,-
17578,2380,71641
17579,2152,78536
17581,42,"250,000+"
17582,681,91830
17584,4287,92551
17601,22670,86677
17602,18345,62776
17603,26716,68349
17606,148,-
17701,17634,48408
17702,4258,60214
17720,136,60703
17721,716,46000
17723,33,61875
17724,1857,48463
17727,16,41364
17728,2001,64923
17729,52,40000
17730,51,-
17731,89,95125
17737,2736,61940
17739,19,-
17740,4575,61384
17742,24,-
17744,1129,61696
17745,7037,50093
17747,1010,64355
17748,63,47656
17749,126,50455
17750,29,-
17751,2727,62159
17752,1739,54361
17754,4976,67156
17756,4333,67569
17758,423,46875
17760,241,55750
17762,242,91667
17763,138,50000
17764,1077,39361
17765,406,69250
17768,142,63333
17769,20,96250
17771,1234,61111
17772,963,75568
17774,429,70481
17776,96,61250
17777,2652,53092
17778,47,-
17779,18,-
17801,6588,48230
17810,644,62788
17812,612,62917
17813,728,61058
17814,1843,58469
17815,11058,56942
17820,2140,62857
17821,7674,65651
17822,5,-
17823,464,72917
17824,1553,88958
17827,316,55000
17829,92,73125
17830,800,59167
17832,303,33438
17834,1488,61103
17835,21,-
17836,66,58750
17837,6299,61791
17840,174,62419
17841,1663,53935
17842,3259,57799
17844,3801,59484
17845,642,56591
17846,1474,59643
17847,4853,52481
17850,267,44297
17851,3343,42001
17853,1075,61205
17855,284,74444
17856,1244,67961
17857,3273,61752
17858,31,78375
17859,1084,64079
17860,1031,71042
17861,83,58450
17862,135,40938
17864,674,61574
17865,23,-
17866,3386,44367
17867,63,55625
17868,429,62019
17870,5295,68153
17872,3964,35611
17876,718,68056
17878,551,68594
17880,36,56833
17881,600,55500
17884,64,47750
17885,105,67813
17886,382,24635
17887,222,-
17888,195,49125
17889,963,75281
17901,9608,49942
17920,132,44773
17921,2419,60117
17922,1878,80395
17923,193,29904
17925,128,61250
17929,526,62500
17930,137,44375
17931,1951,69226
17933,107,-
17934,94,43182
17935,710,36905
17936,377,63375
17938,1075,80801
17941,274,63889
17943,13,-
17944,83,88068
17945,156,-
17946,127,71422
17948,1686,40370
17949,97,55179
17951,141,119931
17952,100,46875
17953,156,51500
17954,2003,42854
17957,140,123542
17959,570,52237
17960,1839,58434
17961,2866,80782
17963,3683,67993
17964,278,51053
17965,829,52891
17967,906,63421
17968,76,78750
17970,1365,52166
17972,4760,59318
17974,110,-
17976,2438,43180
17978,220,50417
17979,24,-
17980,1173,60816
17981,987,55515
17982,200,48750
17983,559,67750
17985,557,70781
18011,1983,91250
18012,0,-
18013,6797,68023
18014,4446,75227
18015,11686,49504
18017,16169,78831
18018,13394,61323
18020,7906,108598
18030,243,47750
18031,4078,91006
18032,3933,67553
18034,3066,116985
18035,14,-
18036,5689,102813
18037,3083,69525
18038,1391,96806
18040,6428,105659
18041,2146,89025
18042,15971,66997
18045,11617,101747
18046,55,-
18049,7215,80731
18051,1239,118352
18052,11892,68644
18053,948,87738
18054,1701,104442
18055,4616,75985
18056,416,54643
18058,3593,57346
18059,366,123750
18062,10126,94110
18063,126,76250
18064,10018,92143
18065,163,-
18066,2199,96958
18067,7881,76603
18069,2988,99321
18070,154,-
18071,4563,62472
18072,2679,66548
18073,4080,96855
18074,2155,103265
18076,1264,81563
18077,911,86519
18078,2801,108520
18079,192,-
18080,4444,68506
18081,41,-
18083,248,104107
18085,336,62813
18086,241,58497
18087,253,70221
18088,3231,68572
18091,2203,63770
18092,1265,99154
18101,1931,33665
18102,17425,37652
18103,18745,66400
18104,17389,76972
18106,2790,78846
18109,6966,48065
18195,0,-
18201,11586,41892
18202,5071,47313
18210,2983,66112
18211,416,53393
18212,9,-
18214,766,60765
18216,448,52708
18218,884,48828
18219,510,67361
18220,134,55000
18221,149,62165
18222,3570,85743
18223,26,-
18224,2711,50827
18225,0,-
18229,3653,63663
18230,55,50417
18231,210,52857
18232,1722,38900
18234,335,-
18235,7827,63762
18237,1408,39831
18239,66,-
18240,1451,48319
18241,238,59079
18242,151,143034
18244,132,58125
18245,169,38107
18246,96,54063
18248,183,44125
18249,1434,87460
18250,1222,58696
18252,4623,59788
18254,347,44952
18255,1589,56292
18256,79,47750
18301,9701,79645
18302,6036,70669
18321,617,73173
18322,909,92434
18323,58,-
18324,3668,64042
18325,1022,115735
18326,1420,62487
18327,295,79063
18328,3041,69978
18330,3102,74110
18331,176,-
18332,942,89431
18333,0,-
18334,1715,87890
18335,437,102319
18336,1578,68864
18337,5837,84144
18340,36,162632
18342,217,-
18343,1668,76000
18344,1271,55547
18346,1070,59500
18347,1538,71931
18349,59,-
18350,393,79453
18351,175,58068
18353,4608,78888
18354,518,69542
18355,478,-
18356,32,-
18357,52,-
18360,10799,61446
18370,421,85570
18371,269,69761
18372,928,87778
18403,2798,64402
18405,926,61196
18407,6141,52511
18411,8762,85669
18413,30,-
18414,2211,73207
18415,743,66645
18417,379,60764
18419,1770,51140
18420,73,76696
18421,1927,59158
18424,2041,57344
18425,426,61000
18426,1527,55495
18428,5178,61374
18430,29,56250
18431,5262,52168
18433,2940,69905
18434,1693,52643
18435,440,88727
18436,4717,69528
18437,77,72563
18438,562,53295
18439,166,73500
18440,20,-
18441,172,65000
18443,141,69792
18444,5364,78467
18445,924,44205
18446,1379,59414
18447,4369,58128
18451,238,47067
18452,2301,51964
18453,463,56750
18454,51,54688
18455,53,47589
18456,113,56042
18457,32,-
18458,1455,76165
18460,82,26094
18461,131,35694
18462,214,59483
18463,86,86786
18464,592,100313
18465,492,53750
18466,5753,66603
18469,165,59018
18470,793,63482
18471,207,109519
18472,1520,61591
18473,179,26790
18503,577,35699
18504,8507,50531
18505,8360,45030
18507,2132,65956
18508,4771,41461
18509,5275,47531
18510,4822,43019
18512,5678,56571
18517,2139,63408
18518,3688,62615
18519,2280,60328
18602,140,145000
18603,8364,53900
18610,1322,71433
18612,6148,91410
18614,888,47727
18615,747,68558
18616,304,55833
18617,696,30698
18618,1569,76625
18619,59,48958
18621,1950,65297
18622,55,93304
18623,944,59167
18624,256,-
18625,57,62083
18626,180,74500
18627,0,-
18628,97,33438
18629,775,54519
18630,1101,73125
18631,435,46250
18632,188,59700
18634,5515,50474
18635,1487,68750
18636,626,58355
18640,6839,47593
18641,2955,56155
18642,1763,71939
18643,5696,64947
18644,3425,64803
18651,3818,42623
18655,2318,62532
18656,879,65049
18657,4480,69618
18660,1360,70179
18661,2039,59601
18701,1051,30840
18702,17152,48213
18704,13420,55843
18705,6442,54891
18706,6792,56024
18707,6010,91806
18708,3719,82261
18709,1471,40641
18801,3140,62679
18810,2784,51102
18812,617,82697
18814,80,39545
18816,23,-
18817,39,80417
18818,529,57120
18820,34,148684
18821,465,54671
18822,1317,52228
18823,75,-
18824,476,69643
18825,73,56750
18826,605,73814
18828,108,49167
18829,284,70515
18830,243,53828
18831,422,66071
18832,724,45625
18833,835,57554
18834,1228,63629
18837,1013,64830
18840,4322,53300
18842,56,66250
18843,92,48393
18844,639,83899
18845,171,49750
18846,264,69722
18847,2026,49891
18848,3648,47766
18850,828,54205
18851,255,64688
18853,1684,63417
18854,621,67813
18901,10681,107988
18902,7892,145917
18912,107,"250,000+"
18913,74,"250,000+"
18914,7757,124443
18915,464,123452
18917,969,83125
18920,148,123000
18921,114,211364
18923,496,86154
18925,2171,186214
18927,144,"250,000+"
18929,3352,154826
18930,931,103229
18932,124,64375
18933,57,-
18935,113,235893
18936,79,238268
